"id","city","company","name","type","prod","type_ru","lat","long","out","name_en"
429,"Аксай","Собственник/Инвестор","Карачаганакское месторождение","oil-gas-condensate","","нефтегазоконденсатное",51.353934,53.208954,"/oil-gas-field/karachaganakskoe","Karachaganakskoe"
430,"Альметьевск","АО «РИТЭК»","Енорускинское месторождение","oil","","нефтяное",54.871111,50.967778,"/oil-gas-field/enoruskinskoe","Enoruskinskoe"
431,"Новый Уренгой","АО ""Зарубежнефть""","Луцеяхское месторождение","oil","","нефтяное",65.026944,73.343889,"/oil-gas-field/lutseyakhskoe","Lutseyakhskoe"
432,"Феодосия","Собственник/Инвестор","Поворотное месторождение","gas-condensate","","газоконденсатное",45.294694,35.303879,"/oil-gas-field/povorotnoe","Povorotnoe"
433,"Уфа","ПАО АНК «Башнефть»","Манчаровское месторождение","oil","","нефтяное",55.373889,54.496944,"/oil-gas-field/mancharovskoe","Mancharovskoe"
434,"Новый Уренгой","ООО «НОВАТЭК-ТАРКОСАЛЕНЕФТЕГАЗ»","Юмантыльское месторождение","oil-gas-condensate","","нефтегазоконденсатное",65.061111,78.870556,"/oil-gas-field/yumantylskoe","Yumantylskoe"
435,NA,NA,"Прохоровское месторождение","oil","","нефтяное",66.018018,56.953125,"/oil-gas-field/prokhorovskoe","Prokhorovskoe"
436,"Новый Уренгой","ООО «НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ»","Усть-Ямсовейское месторождение","gas-condensate","","газоконденсатное",65.876111,78.186389,"/oil-gas-field/ust-yamsoveiskoe","Ust Yamsoveiskoe"
437,"Новый Уренгой","ОАО ""Арктикгаз"" (""АРКТИЧЕСКАЯ ГАЗОВАЯ КОМПАНИЯ"")","Северо-Часельское НГКМ","oil-gas-condensate","","нефтегазоконденсатное",66.009167,79.332222,"/oil-gas-field/north-chaselsky-license-area","North Chaselsky License Area"
438,"Тазовский","ООО «ЛУКОЙЛ-Западная Сибирь»","Южно-Мессояхское месторождение","gas-condensate","","газоконденсатное",68.133333,78.95,"/oil-gas-field/south-messoyakhskoye","South Messoyakhskoye"
439,"Яр-Сале","ПАО «Газпром нефть»","Хамбатейское месторождение","gas-condensate","","газоконденсатное",68.766667,72.833333,"/oil-gas-field/khambateyskoye","Khambateyskoye"
440,"Усть-Илимск","ООО «Газпром добыча Краснодар»","Собинское месторождение","oil-gas-condensate","","нефтегазоконденсатное",60,102,"/oil-gas-field/sobinskoye","Sobinskoye"
441,"Ноябрьск","ООО «РН-Пурнефтегаз»","Южно-Тарасовское месторождение","oil","","нефтяное",64.26321,77.507502,"/oil-gas-field/yuzhno-tarasovskoye","Yuzhno Tarasovskoye"
442,"Губкинский","ООО «ЛУКОЙЛ-Западная Сибирь»","Северо-Губкинское месторождение","oil-gas-condensate","","нефтегазоконденсатное",65.166667,76.5,"/oil-gas-field/severo-gubkinskoye","Severo Gubkinskoye"
443,"Ноябрьск","АО «Газпромнефть-Ноябрьскнефтегаз»","Валынтойское месторождение","oil","","нефтяное",63.686123,74.374008,"/oil-gas-field/valyntoyskoye","Valyntoyskoye"
444,"Ханты-Мансийск","ПАО ""НК ""РОСНЕФТЬ""","Ендырское месторождение","oil","","нефтяное",59.989167,69.281944,"/oil-gas-field/yendyrskoye","Yendyrskoye"
445,"Ямбург","ООО «НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ»","Геофизическое месторождение","oil-gas-condensate","","нефтегазоконденсатное",69.8675,73.781667,"/oil-gas-field/geofizicheskoye","Geofizicheskoye"
446,"Усть-Кут","ООО ""Газпром добыча Иркутск""","Хандинское месторождение","gas-condensate","","газоконденсатное",55.284444,107.068056,"/oil-gas-field/khandinskoye","Khandinskoye"
447,"Ленск","ООО ""Газпромнефть-Ангара""","Хотого-Мурбайское месторождение","gas","","газовое",61.333333,113.55,"/oil-gas-field/khotogo-murbayskoye","Khotogo Murbayskoye"
448,"Вилюйск","ООО ""Газпром геологоразведка""","Соболох-Неджелинское месторождение","gas-condensate","","газоконденсатное",63.666667,124.75,"/oil-gas-field/sobolokh-nedzhelinskoye","Sobolokh Nedzhelinskoye"
449,"Братск","АО ""Братскэкогаз""","Братское месторождение","gas-condensate","","газоконденсатное",56.283336,102.297811,"/oil-gas-field/bratskoye","Bratskoye"
450,"Богучаны","ООО ""Газпром геологоразведка""","Берямбинское месторождение","gas","","газовое",58.41,100.405278,"/oil-gas-field/beryambinskoye","Beryambinskoye"
451,"Куюмба","ООО «Красноярскгазпром нефтегазпроект»","Ново-Юдуконское месторождение","gas-condensate","","газоконденсатное",60.475278,100.3875,"/oil-gas-field/novo-yudukonskoye","Novo Yudukonskoye"
452,"Стрежевой","ОАО «Томскгазпром»","Северо-Васюганское месторождение","gas-condensate","","газоконденсатное",59.378056,78.307222,"/oil-gas-field/severo-vasyuganskoye","Severo Vasyuganskoye"
453,"Кедровый","ОАО «Томскгазпром»","Мирное месторождение","oil-gas-condensate","","нефтегазоконденсатное",57.663056,79.493333,"/oil-gas-field/mirnoye","Mirnoye"
454,"Тарко-Сале","ООО ""Газпром добыча Ноябрьск""","Кутымское месторождение","oil-gas-condensate","","нефтегазоконденсатное",64.550556,79.532222,"/oil-gas-field/kutymskoye","Kutymskoye"
455,"Тарко-Сале","ООО ""Газпром добыча Ноябрьск""","Восточно-Тэрельское месторождение","oil-gas","","нефтегазовое",64.525833,80.473056,"/oil-gas-field/vostochno-terelskoye","Vostochno Terelskoye"
456,"Красноселькуп","ООО ""Газпром добыча Ноябрьск""","Южно-Кыпакынское месторождение","gas-condensate","","газоконденсатное",64.4575,81.947778,"/oil-gas-field/yuzhno-kypakyskoye","Yuzhno Kypakyskoye"
457,"Тарко-Сале","АО «НК «Мангазея»","Акайтемское месторождение","oil-gas","","нефтегазовое",64.164167,81.691389,"/oil-gas-field/akaytemskoye","Akaytemskoye"
458,"Новый Уренгой","ОАО «Севернефтегазпром»","Яровое месторождение","oil-gas-condensate","","нефтегазоконденсатное",65.690556,80.55,"/oil-gas-field/yarovoye","Yarovoye"
459,"Новый Уренгой","АО «Сибнефтегаз»","Западно-Заполярное месторождение","gas","","газовое",66.684722,78.832222,"/oil-gas-field/zapadno-zapolyarnoye","Zapadno Zapolyarnoye"
460,"Новый Уренгой","ООО ""Газпром добыча Уренгой""","Западно-Песцовое месторождение","oil-gas-condensate","","нефтегазоконденсатное",66.946389,75.335278,"/oil-gas-field/zapadno-pestsovoye","Zapadno Pestsovoye"
461,"Новый Уренгой","ООО ""Газпром добыча Уренгой""","Южно-Песцовое месторождение","gas-condensate","","газоконденсатное",66.700833,75.548611,"/oil-gas-field/yuzhno-pestsovoye","Yuzhno Pestsovoye"
462,"Новый Уренгой","ООО ""Газпром добыча Надым""","Падинское месторождение","gas-condensate","","газоконденсатное",66.54,74.660556,"/oil-gas-field/padinskoye","Padinskoye"
463,"Новый Уренгой","ООО ""Газпром добыча Надым""","Южно-Падинское месторождение","oil-gas-condensate","","нефтегазоконденсатное",66.54,74.660556,"/oil-gas-field/yuzhno-padinskoye","Yuzhno Padinskoye"
464,"Тарко-Сале","АО ""НК ""Технологии добычи нефти и инвестиции"" (""Технефтьинвест"")","Дремучее месторождение","oil-gas-condensate","","нефтегазоконденсатное",65.033611,74.660556,"/oil-gas-field/dremucheye","Dremucheye"
465,"Новый Уренгой","ООО ""Газпром добыча Надым""","Пангодинское месторождение","gas-condensate","","газоконденсатное",65.5575,74.534444,"/oil-gas-field/pangodinskoye","Pangodinskoye"
466,"Тарко-Сале","ООО «ЛУКОЙЛ-Западная Сибирь»","Присклоновое месторождение","oil-gas-condensate","","нефтегазоконденсатное",65.8475,76.700833,"/oil-gas-field/prisklonovoye","Prisklonovoye"
467,"Губкинский","ОАО ""НК ""Янгпур""","Вьюжное месторождение","gas-condensate","","газоконденсатное",64.616667,76.033333,"/oil-gas-field/vyuzhnoye","Vyuzhnoye"
468,"Ямбург","Собственник/Инвестор","Харвутинское месторождение","oil-gas","","нефтегазовое",67.250833,74.498333,"/oil-gas-field/kharvutinskoye","Kharvutinskoye"
469,"Ямбург","ООО ""Газпром добыча Ямбург""","Южно-Парусовое месторождение","gas-condensate","","газоконденсатное",68.150833,74.831944,"/oil-gas-field/yuzhno-parusovoye","Yuzhno Parusovoye"
470,"Ямбург","ООО ""РусГазАльянс""","Северо-Парусовое месторождение","gas","","газовое",68.684167,74.898333,"/oil-gas-field/severo-parusovoye","Severo Parusovoye"
471,"Ямбург","ООО ""РусГазАльянс""","Парусовое месторождение","oil-gas","","нефтегазовое",68.423611,74.591111,"/oil-gas-field/parusovoye","Parusovoye"
472,"Ямбург","ООО ""РусГазАльянс""","Семаковское месторождение","gas","","газовое",69,75.5,"/oil-gas-field/semakovskoye","Semakovskoye"
473,"Ямбург","ПАО «Газпром»","Антипаютинское месторождение","gas","","газовое",69.034444,77.147222,"/oil-gas-field/antipayutinskoye","Antipayutinskoye"
474,"Ямбург","ПАО «Газпром»","Тота-Яхинское месторождение","gas","","газовое",69.233333,76.166667,"/oil-gas-field/tota-yakhinskoye","Tota Yakhinskoye"
475,"Яр-Сале","ПАО «Газпром»","Чугорьяхинское месторождение","gas-condensate","","газоконденсатное",68.984167,73.348333,"/oil-gas-field/chugoryakhinskoye","Chugoryakhinskoye"
476,"Бованенково","ПАО «Газпром»","Южно-Крузенштернское месторождение","gas","","газовое",70.334167,67.164444,"/oil-gas-field/yuzhno-kruzenshternskoye","Yuzhno Kruzenshternskoye"
477,"Сабетта","ПАО «Газпром»","Западно-Тамбейское месторождение","oil-gas-condensate","","нефтегазоконденсатное",71.534167,70.914722,"/oil-gas-field/zapadno-tambeyskoye","Zapadno Tambeyskoye"
478,"Лабытнанги","ООО ""Газпром добыча Ямбург""","Северо-Каменномысское месторождение","gas-condensate","","газоконденсатное",68.416667,73.416667,"/oil-gas-field/severo-kamennomysskoye","Severo Kamennomysskoye"
479,"Нарьян-Мар","ОАО Арктикморнефтегазразведка","Поморское месторождение","gas-condensate","","газоконденсатное",69.143419,53.142443,"/oil-gas-field/pomorskoye","Pomorskoye"
480,"Печора","ООО «Газпром добыча Краснодар»","Печорокожвинское месторождение","oil-gas-condensate","","нефтегазоконденсатное",62.5,57.131145,"/oil-gas-field/pechorokozhvinskoye","Pechorokozhvinskoye"
481,"Печора","ООО «Газпром добыча Краснодар»","Северо-Югидское месторождение","oil-gas-condensate","","нефтегазоконденсатное",64.781111,57.325,"/oil-gas-field/severo-yugidskoye","Severo Yugidskoye"
482,"Вуктыл","ООО «Газпром добыча Краснодар»","Западно-Соплесское месторождение","oil-gas-condensate","","нефтегазоконденсатное",64.433333,57.397811,"/oil-gas-field/zapadno-soplesskoye","Zapadno Soplesskoye"
483,"Печора","ООО «Газпром добыча Краснодар»","Югидское месторождение","oil-gas-condensate","","нефтегазоконденсатное",64.666667,52.281145,"/oil-gas-field/yugidskoye","Yugidskoye"
484,"Вуктыл","ООО «Газпром добыча Краснодар»","Вуктыльское месторождение","oil-gas-condensate","","нефтегазоконденсатное",63.666667,57.497811,"/oil-gas-field/vuktylskoye","Vuktylskoye"
485,"Нижний Тагил","ООО ""Газпром добыча Ноябрьск""","Кедровское месторождение","gas","","газовое",57.575556,58.496944,"/oil-gas-field/kedrovskoye","Kedrovskoye"
486,"Екатеринбург","ПАО «Газпром»","Сухореченское месторождение","oil-gas","","нефтегазовое",56.388889,57.670833,"/oil-gas-field/sukhorechenskoye","Sukhorechenskoye"
487,"Оренбург","АО ""УНГП"" (АО ""Уралнефтегазпром"")","Копанское месторождение","oil-gas-condensate","","нефтегазоконденсатное",51.305278,55.572778,"/oil-gas-field/kopanskoye","Kopanskoye"
488,"Оренбург","АО ""УНГП"" (АО ""Уралнефтегазпром"")","Теректинское месторождение","gas-condensate","","газоконденсатное",51.433611,55.798611,"/oil-gas-field/terektinskoye","Terektinskoye"
489,"Оренбург","ООО ""Газпром добыча Оренбург""","Акобинское месторождение","gas","","газовое",51.001944,55.8625,"/oil-gas-field/akobinskoye","Akobinskoye"
490,"Усть-Кут","ООО «Газпром добыча Краснодар»","Патроновское месторождение","gas-condensate","","газоконденсатное",48.666667,39.766667,"/oil-gas-field/patronovskoye","Patronovskoye"
491,"Дмитровград","ООО «Газпром добыча Краснодар»","Плотинское месторождение","gas","","газовое",48.566667,40.066667,"/oil-gas-field/plotinskoye","Plotinskoye"
492,"Дмитровград","ООО «Газпром добыча Краснодар»","Дубовское месторождение","gas-condensate","","газоконденсатное",48.566667,40.033333,"/oil-gas-field/dubovskoye","Dubovskoye"
493,"Ростов-на-Дону","ООО «Газпром добыча Краснодар»","Синявское месторождение","gas","","газовое",46.633337,39.497811,"/oil-gas-field/sinyavskoye","Sinyavskoye"
494,"Приморско-Ахтарск","ООО «Газпром добыча Краснодар»","Бейсугское месторождение","gas","","газовое",46.160556,38.317222,"/oil-gas-field/beysugskoye","Beysugskoye"
495,"Приморско-Ахтарск","ООО «Газпром добыча Краснодар»","Свободненское месторождение","gas","","газовое",45.953611,38.355833,"/oil-gas-field/svobodnenskoye","Svobodnenskoye"
496,"Приморско-Ахтарск","ООО «Газпром добыча Краснодар»","Лебединское месторождение","gas","","газовое",45.687222,38.326667,"/oil-gas-field/lebedinskoye","Lebedinskoye"
497,"Приморско-Ахтарск","ООО «Газпром добыча Краснодар»","Каневско-Лебяжье месторождение","gas-condensate","","газоконденсатное",46.145556,38.750278,"/oil-gas-field/kanevsko-Lebyazhye","Kanevsko Lebyazhye"
498,"Ейск","ООО «Газпром добыча Краснодар»","Староминское месторождение","gas-condensate","","газоконденсатное",46.427778,39.232778,"/oil-gas-field/starominskoye","Starominskoye"
499,"Тимашевск","ООО «Газпром добыча Краснодар»","Гречаное месторождение","gas","","газовое",45.705278,38.653333,"/oil-gas-field/grechanoye","Grechanoye"
500,"Тимашевск","ООО «Газпром добыча Краснодар»","Роговское месторождение","gas","","газовое",45.744722,38.708056,"/oil-gas-field/rogovskoye","Rogovskoye"
501,"Тимашевск","ООО «Газпром добыча Краснодар»","Днепровское месторождение","gas","","газовое",45.611111,38.700278,"/oil-gas-field/dneprovskoye","Dneprovskoye"
502,"Тимашевск","ООО «Газпром добыча Краснодар»","Крыловское месторождение","gas-condensate","","газоконденсатное",46.17,39.249444,"/oil-gas-field/krylovskoye","Krylovskoye"
503,"Тимашевск","ООО «Газпром добыча Краснодар»","Восточно-Крыловское месторождение","gas-condensate","","газоконденсатное",46.143056,39.338889,"/oil-gas-field/vostochno-krylovskoye","Vostochno Krylovskoye"
504,"Тихорецк","ООО «Газпром добыча Краснодар»","Челбасское месторождение","gas-condensate","","газоконденсатное",45.996389,39.155278,"/oil-gas-field/chelbasskoye","Chelbasskoye"
505,"Батайск","ООО «Газпром добыча Краснодар»","Северо-Екатериновское месторождение","gas-condensate","","газоконденсатное",46.462222,39.821667,"/oil-gas-field/severo-yekaterinovskoye","Severo Yekaterinovskoye"
506,"Тихорецк","ООО «Газпром добыча Краснодар»","Южно-Сердюковское месторождение","gas-condensate","","газоконденсатное",45.9332,39.5985,"/oil-gas-field/yuzhno-serdyukovskoye","Yuzhno Serdyukovskoye"
507,"Тихорецк","ООО «Газпром добыча Краснодар»","Березанское месторождение","gas-condensate","","газоконденсатное",45.725833,39.544444,"/oil-gas-field/berezanskoye","Berezanskoye"
508,"Тихорецк","ООО «Газпром добыча Краснодар»","Сердюковское месторождение","gas-condensate","","газоконденсатное",45.900833,39.514167,"/oil-gas-field/serdyukovskoye","Serdyukovskoye"
509,"Тихорецк","ООО «Газпром добыча Краснодар»","Ильинское месторождение","gas-condensate","","газоконденсатное",45.767778,40.885556,"/oil-gas-field/ilinskoye","Ilinskoye"
510,"Новоалександровск","ООО «Газпром добыча Краснодар»","Расшеватское месторождение","gas-condensate","","газоконденсатное",45.565,41.216667,"/oil-gas-field/rasshevatskoye","Rasshevatskoye"
511,"Ставрополь","ПАО «Газпром»","Северо-Ставропольско-Пелагиадинское месторождение","gas","","газовое",45.283611,41.886111,"/oil-gas-field/severo-stavropolsko-pelagiadinskoye","Severo Stavropolsko Pelagiadinskoye"
512,"Ставрополь","ООО «Газпром добыча Краснодар»","Сенгилеевское месторождение","gas","","газовое",45.018611,41.716389,"/oil-gas-field/sengileyevskoye","Sengileyevskoye"
513,"Армавир","ООО «Газпром добыча Краснодар»","Николаевское месторождение","gas-condensate","","газоконденсатное",44.89806,41.556667,"/oil-gas-field/nikolayevskoye","Nikolayevskoye"
514,"Армавир","ООО «Газпром добыча Краснодар»","Южно-Советское месторождение","gas-condensate","","газоконденсатное",44.6925,41.171944,"/oil-gas-field/yuzhno-sovetskoye","Yuzhno Sovetskoye"
515,"Городовиковск","ООО «Газпром добыча Краснодар»","Радыковское месторождение","gas","","газовое",46.034722,41.961389,"/oil-gas-field/radykovskoye","Radykovskoye"
516,"Городовиковск","ООО «Газпром добыча Краснодар»","Южно-Радыковское месторождение","gas","","газовое",45.929444,42.006389,"/oil-gas-field/yuzhno-radykovskoye","Yuzhno Radykovskoye"
517,"Ставрополь","ООО «Газпром добыча Краснодар»","Безопасненское месторождение","gas","","газовое",45.600004,42.081144,"/oil-gas-field/bezopasnenskoye","Bezopasnenskoye"
518,"Ставрополь","ООО «Газпром добыча Краснодар»","Тахта-Кугультинское месторождение","gas","","газовое",45.826944,42.396111,"/oil-gas-field/takhta-Kugultinskoye","Takhta Kugultinskoye"
519,"Светлоград","ООО «Газпром добыча Краснодар»","Кугутское месторождение","gas","","газовое",45.834444,42.397222,"/oil-gas-field/kugutskoye","Kugutskoye"
520,"Светлоград","ООО «Газпром добыча Краснодар»","Казино-Грачевское месторождение","gas","","газовое",45.24,42.441944,"/oil-gas-field/kazino-grachevskoye","Kazino Grachevskoye"
521,"Светлоград","ООО «Газпром добыча Краснодар»","Петровско-Благодарненское месторождение","gas","","газовое",45.216944,42.984444,"/oil-gas-field/petrovsko-blagodarnenskoye","Petrovsko Blagodarnenskoye"
522,"Благодарный","ООО «Газпром добыча Краснодар»","Каменно-Балковское месторождение","gas","","газовое",45.6025,43.968611,"/oil-gas-field/kamenno-balkovskoye","Kamenno Balkovskoye"
523,"Благодарный","ООО «Газпром добыча Краснодар»","Восточно-Арзгирское месторождение","gas","","газовое",45.450278,44.103611,"/oil-gas-field/vostochno-arzgirskoye","Vostochno Arzgirskoye"
524,"Благодарный","ООО «Газпром добыча Краснодар»","Мирненское месторождение","gas-condensate","","газоконденсатное",45.238889,43.669722,"/oil-gas-field/mirnenskoye","Mirnenskoye"
525,"Благодарный","ООО «Газпром добыча Краснодар»","Журавское месторождение","oil-gas","","нефтегазовое",44.898333,43.321111,"/oil-gas-field/zhuravskoye","Zhuravskoye"
526,"Белореченск","ООО «Газпром добыча Краснодар»","Некрасовское месторождение","gas-condensate","","газоконденсатное",45.109167,39.805556,"/oil-gas-field/nekrasovskoye","Nekrasovskoye"
527,"Белореченск","ООО «Газпром добыча Краснодар»","Ладожское месторождение","gas","","газовое",45.198611,40.015278,"/oil-gas-field/ladozhskoye","Ladozhskoye"
528,"Славянск-на-Кубани","ООО «Газпром добыча Краснодар»","Пригибское месторождение","gas","","газовое",45.681111,38.095,"/oil-gas-field/prigibskoye","Prigibskoye"
529,"Славянск-на-Кубани","ООО «Газпром добыча Краснодар»","Гривенское месторождение","gas","","газовое",45.576944,38.0025,"/oil-gas-field/grivenskoye","Grivenskoye"
530,"Славянск-на-Кубани","ООО «Газпром добыча Краснодар»","Мусициевское месторождение","gas","","газовое",45.34444,37.875278,"/oil-gas-field/musitsiyevskoye","Musitsiyevskoye"
531,"Славянск-на-Кубани","ООО «Газпром добыча Краснодар»","Мостовянское месторождение","gas","","газовое",45.625556,37.8275,"/oil-gas-field/mostovyanskoye","Mostovyanskoye"
532,"Каменск-Шахтинский","ООО «Газпром добыча Краснодар»","Кружиловское месторождение","gas","","газовое",48.56667,39.997811,"/oil-gas-field/kruzhilovskoye","Kruzhilovskoye"
533,"Темрюк","ООО «Газпром добыча Краснодар»","Прибрежное месторождение","oil-gas-condensate","","нефтегазоконденсатное",45.516944,37.6225,"/oil-gas-field/pribrezhnoye","Pribrezhnoye"
534,"Краснодар","ООО «Газпром добыча Краснодар»","Мечетское месторождение","gas","","газовое",45.478889,37.838333,"/oil-gas-field/mechetskoye","Mechetskoye"
535,"Темрюк","ООО «Газпром добыча Краснодар»","Черноерковское месторождение","oil-gas-condensate","","нефтегазоконденсатное",45.538056,37.740833,"/oil-gas-field/chernoyerkovskoye","Chernoyerkovskoye"
536,"Темрюк","ООО «Газпром добыча Краснодар»","Южно-Черноерковское месторождение","oil-gas","","нефтегазовое",45.524722,37.716667,"/oil-gas-field/yuzhno-chernoyerkovskoye","Yuzhno Chernoyerkovskoye"
537,"Крымск","ООО «Газпром добыча Краснодар»","Красноармейское месторождение","gas","","газовое",45.283611,38.316944,"/oil-gas-field/krasnoarmeyskoye","Krasnoarmeyskoye"
538,"Краснодар","ООО «Газпром добыча Краснодар»","Западно-Красноармейское месторождение","gas","","газовое",45.370833,38.093889,"/oil-gas-field/zapadno-krasnoarmeyskoye","Zapadno Krasnoarmeyskoye"
539,"Мурманск","ПАО «Газпром»","Ледовое месторождение","gas-condensate","","газоконденсатное",73.9675,46.771667,"/oil-gas-field/ledovoye","Ledovoye"
540,"Дудинка","ПАО ""НК ""РОСНЕФТЬ""","Западно-Иркинский лицензионный участок","oil-gas","","нефтегазовое",70.548692,82.65564,"/oil-gas-field/zapadno-Irkinskoye","Zapadno Irkinskoye"
541,"Волгоград","АО «РИТЭК»","Малышевское месторождение","oil-gas-condensate","","нефтегазоконденсатное",49.855833,45.499722,"/oil-gas-field/malyshevskoye-vol","Malyshevskoye Vol"
542,"Новый Уренгой","АО «Сибнефтегаз»","Хадытаяхский лицензионный участок","oil-gas","","нефтегазовое",66.300278,79.209722,"/oil-gas-field/khadytayakhskoye","Khadytayakhskoye"
543,"Новый Уренгой","АО «Сибнефтегаз»","Малохадырьяхинский лицензионный участок","oil-gas","","нефтегазовое",65.459167,79.6925,"/oil-gas-field/malohadiryahinskoe","Malohadiryahinskoe"
544,"Краснодар","ПАО ""НК ""РОСНЕФТЬ""","Западно-Мечетское месторождение","oil","","нефтяное",45.488889,37.814167,"/oil-gas-field/zapadno-mechetskoye","Zapadno Mechetskoye"
545,"Бузулук","АО «Оренбургнефть»","Новожедринское месторождение","oil","","нефтяное",53.216111,53.366111,"/oil-gas-field/novozhedrinskoye","Novozhedrinskoye"
546,"Бузулук","АО «Оренбургнефть»","Пешковское месторождение","oil","","нефтяное",52.746111,51.349722,"/oil-gas-field/peshkovskoe","Peshkovskoe"
547,"Бузулук","АО «Оренбургнефть»","Сахаровское месторождение","oil-gas-condensate","","нефтегазоконденсатное",52.164722,51.503611,"/oil-gas-field/sakharovskoye","Sakharovskoye"
548,"Бузулук","АО «Оренбургнефть»","Бугринское месторождение","oil","","нефтяное",52.270833,51.390833,"/oil-gas-field/bugrinskoye","Bugrinskoye"
549,"Нижневартовск","ПАО ""НК ""РОСНЕФТЬ""","Пермяковское месторождение","oil","","нефтяное",61.331389,79.5575,"/oil-gas-field/permyakovskoye","Permyakovskoye"
550,"Бугуруслан","АО «Оренбургнефть»","Новомихайловское месторождение","oil","","нефтяное",53.525833,52.545,"/oil-gas-field/novomikhailovskoe","Novomikhailovskoe"
551,"Нижневартовск","ПАО ""НК ""РОСНЕФТЬ""","Хохловское месторождение","oil","","нефтяное",60.863056,76.298889,"/oil-gas-field/khokhlovskoye","Khokhlovskoye"
552,"Самара","АО «РИТЭК»","Мамуринское месторождение","oil","","нефтяное",52.444167,50.137778,"/oil-gas-field/mamurinskoye","Mamurinskoye"
553,"Чайковский","ООО ""ЛУКОЙЛ-ПЕРМЬ""","Осинское месторождение","oil","","нефтяное",57.224722,55.390278,"/oil-gas-field/osinskoye","Osinskoye"
554,NA,"ПАО «Татнефть»","Краснооктябрьское месторождение","oil","","нефтяное",65.073333,51.285833,"/oil-gas-field/krasnooktyabrskoye","Krasnooktyabrskoye"
555,"Лангепас","ООО «ЛУКОЙЛ-Западная Сибирь»","Локосовское месторождение","oil","","нефтяное",61.170556,74.966944,"/oil-gas-field/lokosovskoye","Lokosovskoye"
556,"Самара","АО ""Самаранефтегаз""","Белозерско-Чубовское месторождение","oil","","нефтяное",53.467778,50.428333,"/oil-gas-field/belozersko-chubovskoye","Belozersko Chubovskoye"
557,"Уфа","ПАО АНК «Башнефть»","Малышевское месторождение","oil","","нефтяное",54.406111,56.595,"/oil-gas-field/malyshevskoye-bash","Malyshevskoye Bash"
558,"Самара","АО ""Самаранефтегаз""","Малышевское месторождение","oil","","нефтяное",53.253056,51.14,"/oil-gas-field/malyshevskoye-sam","Malyshevskoye Sam"
